user,latitude,longitude
antodelprino,48.86398,2.3706
Cesarmand,48.865184,2.299633
mariieneige,48.85588857,2.35382929
Pauline_Prd,48.76706039,2.51455038
killamina,48.90018725,2.36158523
ManonPerriere,48.8567,2.3508
Kazuna_KISSme,48.828788,2.380595
janehatestarzan,48.86746503,2.36418438
matteogalanti1,48.86367125,2.37110258
febbima,48.86346,2.28815
DrayMaxime,48.83999341,2.35408253
neriphoto,48.8567,2.3508
neriphoto,48.8567,2.3508
circunloquio,48.8567,2.3508
trendinaliaFR,48.8569,2.3412
trendinaliaFR,48.8569,2.3412
al_molitor1,48.8953239,2.3286246
ApplagnatB,48.85388889,2.33333333
antodelprino,48.86398,2.3706
Pauline_Prd,48.76742219,2.51422827
FourSeasonsBR,48.8688011,2.3008299
Bdsopon,48.90443,2.38412825
AleexMz,48.90302884,2.21380291
ValerieMarval,48.8637639,2.3373908
Clementzzzzz,48.86746503,2.36418438
frankguillouard,48.8997116,2.3053601
DKSCuir,48.8623695,2.35426
drinou81,48.84026765,2.31980574
koxinell,48.87947408,2.32830763
andrebenamou,48.86746503,2.36418438
artpasnet,48.841596,2.337671
Bdsopon,48.90442654,2.38412813
GnsHaksever,48.8590256,2.29811714
FarhanGhaffar92,48.8567,2.3508
Bdsopon,48.90443,2.38412813
